[44,44,0,44,44,44,44,0,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,1,44,44,0,44,44,44,44,0,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[1[-1,-1],2[-1,-1],1[-1,1],2[-1,1],1[0,2],1[1,-1],1[0,-2],2[0,-2],2[1,-1],2[0,2],1[1,1],2[1,1]]
[44,44,0,44,44,44,44,0,44,44,44,44,0,44,44,44,44,44,44,1,44,44,44,44,44,44,0,44,44,0,44,44,44,44,0,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[1[-1,-1],2[-1,-1],1[-1,1],2[-1,1],1[0,2],1[1,-1],1[0,-2],2[0,-2],2[1,-1],2[0,2],1[1,1],2[1,1]]
[44,44,0,44,44,44,44,0,44,44,44,44,1,44,44,44,44,44,44,0,44,44,44,44,44,44,0,44,44,0,44,44,44,44,0,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[1[-1,-1],2[-1,-1],1[-1,1],2[-1,1],1[0,2],1[1,-1],1[0,-2],2[0,-2],2[1,-1],2[0,2],1[1,1],2[1,1]]
[44,44,0,44,44,44,44,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0,44,44,0,44,44,44,44,0,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[1[-1,-1],2[-1,-1],1[-1,1],2[-1,1],1[0,2],1[1,-1],1[0,-2],2[0,-2],2[1,-1],2[0,2],1[1,1],2[1,1]]
[44,44,1,44,44,44,44,0,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0,44,44,0,44,44,44,44,0,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[1[-1,-1],2[-1,-1],1[-1,1],2[-1,1],1[0,2],1[1,-1],1[0,-2],2[0,-2],2[1,-1],2[0,2],1[1,1],2[1,1]]
[43,45,1,44,44,44,44,0,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,1,44,44,0,44,45,44,45,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[3[2,0]]
[43,45,1,44,44,44,44,0,44,44,44,44,1,44,44,44,44,44,44,0,44,44,44,44,44,44,0,44,44,0,44,45,44,45,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[3[2,0]]
[44,44,0,43,44,45,44,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,1,44,44,0,44,45,44,45,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[3[2,0]]
[44,44,0,43,44,45,44,1,44,44,44,44,1,44,44,44,44,44,44,0,44,44,44,44,44,44,0,44,44,0,44,45,44,45,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[3[2,0]]
[44,44,0,44,44,44,44,0,44,44,44,44,0,43,44,44,45,44,44,1,44,44,44,44,44,44,1,44,44,0,44,45,44,45,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[3[2,0]]
[44,44,0,44,44,44,44,0,44,44,44,44,0,44,44,44,44,44,44,0,43,44,44,45,44,44,2,44,44,0,44,45,44,45,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[3[2,0]]
[44,44,0,44,44,44,44,0,44,44,44,44,1,43,44,44,45,44,44,1,44,44,44,44,44,44,0,44,44,0,44,45,44,45,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[3[2,0]]
[44,44,0,44,44,44,44,0,44,44,44,44,1,44,44,44,44,44,44,0,43,44,44,45,44,44,1,44,44,0,44,45,44,45,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[3[2,0]]
[44,44,0,44,44,44,44,0,43,44,45,44,1,44,44,44,44,44,44,0,44,44,44,44,44,44,1,44,44,0,44,45,44,45,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[3[2,0]]
[44,44,0,44,44,44,44,0,43,44,45,44,2,44,44,44,44,44,44,0,44,44,44,44,44,44,0,44,44,0,44,45,44,45,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[3[2,0]]
[44,44,1,44,44,44,44,0,44,44,44,44,0,44,44,44,44,44,44,0,43,44,44,45,44,44,1,44,44,0,44,45,44,45,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[3[2,0]]
[44,44,1,44,44,44,44,0,43,44,45,44,1,44,44,44,44,44,44,0,44,44,44,44,44,44,0,44,44,0,44,45,44,45,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[3[2,0]]
[44,44,1,43,44,45,44,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0,44,44,0,44,45,44,45,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[3[2,0]]
[44,44,1,44,44,44,44,0,44,44,44,44,0,44,44,44,44,44,44,0,43,44,44,43,44,44,1,44,44,0,44,44,44,46,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[3[1,3]]
[44,44,1,43,44,43,44,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0,44,44,0,44,44,44,46,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[3[1,3]]
[44,44,0,43,44,43,44,1,44,44,44,44,1,44,44,44,44,44,44,0,44,44,44,44,44,44,0,44,44,0,44,44,44,46,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[3[1,3]]
[44,44,0,44,44,44,44,0,44,44,44,44,1,43,44,44,43,44,44,1,44,44,44,44,44,44,0,44,44,0,44,44,44,46,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[3[1,3]]
[44,44,0,44,44,44,44,0,43,44,43,44,1,44,44,44,44,44,44,0,44,44,44,44,44,44,1,44,44,0,44,44,44,46,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[3[1,3]]
[43,43,1,44,44,44,44,0,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,1,44,44,0,44,44,44,46,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[3[1,3]]
[43,43,1,44,44,44,44,0,44,44,44,44,1,44,44,44,44,44,44,0,44,44,44,44,44,44,0,44,44,0,44,44,44,46,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[3[1,3]]
[44,44,0,44,44,44,44,0,44,44,44,44,1,44,44,44,44,44,44,0,43,44,44,43,44,44,1,44,44,0,44,44,44,46,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[3[1,3]]
[44,44,0,44,44,44,44,0,44,44,44,44,0,44,44,44,44,44,44,0,43,44,44,43,44,44,2,44,44,0,44,44,44,46,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[3[1,3]]
[44,44,1,44,44,44,44,0,43,44,43,44,1,44,44,44,44,44,44,0,44,44,44,44,44,44,0,44,44,0,44,44,44,46,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[3[1,3]]
[44,44,0,43,44,43,44,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,1,44,44,0,44,44,44,46,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[3[1,3]]
[44,44,0,44,44,44,44,0,43,44,43,44,2,44,44,44,44,44,44,0,44,44,44,44,44,44,0,44,44,0,44,44,44,46,1,44,44,44,44,0,44,44,44,44,44,44,0,44,44,44,44,44,44,0]:[3[1,3]]
